50936
1 2 3
3 219 7
3 220 5
3 225 3
3 227 4
3 228 3
3 234 4
3 236 8
3 240 3
3 242 5
3 243 8
3 245 6
3 247 4
3 248 1
3 251 10
3 252 7
3 254 4
3 258 7
3 259 10
3 263 6
3 270 4
3 271 9
3 272 10
3 274 6
3 275 6
3 277 8
3 278 1
3 279 2
3 282 10
3 286 10
3 288 9
3 289 6
3 294 3
3 300 1
3 305 5
3 307 1
3 308 9
3 309 3
3 313 9
3 317 2
3 319 3
3 321 2
3 322 4
3 323 7
3 327 4
3 328 6
3 331 6
3 332 2
3 341 6
3 343 1
3 344 2
3 346 6
3 347 10
3 348 1
3 351 4
3 352 9
3 360 4
3 361 7
3 362 10
3 366 3
3 367 6
3 368 2
3 369 9
3 370 9
3 371 8
3 372 5
3 376 10
3 378 10
3 379 5
3 381 9
3 384 4
3 385 1
3 396 4
3 397 9
3 398 5
3 403 8
3 405 4
3 406 4
3 407 3
3 411 3
3 413 4
3 414 4
3 420 4
3 427 2
3 432 2
3 433 5
3 436 10
3 441 8
3 445 8
3 446 2
3 450 5
3 458 10
3 462 1
3 465 7
3 466 1
3 468 8
3 473 8
3 475 4
3 478 4
3 480 5
3 482 7
3 484 4
3 487 8
3 488 10
3 490 7
3 491 1
3 495 4
3 500 4
3 501 7
3 502 8
3 505 9
4 5 5
4 6 10
4 8 6
4 9 8
4 10 8
4 15 10
4 19 1
4 23 2
4 24 8
4 28 3
4 35 8
4 36 6
4 40 7
4 42 3
4 44 3
4 45 4
4 47 7
4 48 4
4 49 6
4 50 6
4 52 2
4 53 9
4 60 2
4 61 2
4 63 3
4 65 5
4 66 8
4 67 9
4 70 8
4 71 4
4 73 4
4 75 5
4 80 1
4 81 3
4 83 1
4 85 4
4 88 8
4 89 10
4 94 5
4 97 5
4 104 1
4 106 10
4 107 5
4 109 1
4 110 5
4 111 3
4 114 4
4 116 1
4 123 4
4 128 5
4 130 3
4 136 2
4 142 1
4 144 6
4 146 2
4 147 5
4 151 10
4 152 9
4 153 3
4 155 3
4 158 6
4 159 10
4 162 9
4 164 9
4 170 6
4 174 3
4 176 8
4 179 6
4 181 4
4 186 9
4 190 9
4 194 7
4 196 7
4 202 8
4 205 7
4 210 6
4 214 7
4 216 6
4 224 1
4 225 5
4 226 6
4 229 3
4 231 9
4 232 3
4 234 3
4 240 5
4 244 2
4 246 2
4 247 8
4 248 7
4 250 10
4 254 6
4 255 6
4 258 5
4 259 2
4 260 9
4 266 9
4 270 5
4 283 9
4 287 10
4 289 2
4 290 9
4 292 3
4 297 4
4 303 5
4 304 8
4 308 9
4 310 5
4 312 3
4 314 4
4 317 1
4 319 8
4 320 1
4 322 2
4 325 2
4 326 9
4 333 3
4 334 9
4 338 1
4 340 7
4 344 8
4 347 2
4 348 6
4 350 8
4 351 8
4 355 10
4 357 9
4 360 10
4 362 4
4 367 4
4 373 6
4 374 5
4 377 10
4 379 5
4 386 1
4 387 9
4 389 10
4 393 7
4 395 9
4 399 4
4 404 1
4 405 1
4 406 7
4 407 4
4 418 8
4 419 2
4 420 7
4 421 1
4 424 1
4 431 10
4 432 3
4 435 5
4 436 1
4 439 5
4 440 8
4 443 10
4 446 6
4 451 2
4 456 10
4 457 1
4 458 10
4 460 5
4 461 2
4 462 5
4 463 8
4 465 7
4 469 1
4 475 3
4 476 3
4 478 3
4 479 2
4 482 9
4 488 2
4 491 1
4 493 3
4 494 7
4 500 5
4 502 9
4 503 7
4 505 8
4 508 1
5 13 5
5 14 5
5 22 7
5 24 8
5 25 2
5 27 5
5 29 7
5 30 4
5 34 7
5 36 4
5 38 1
5 39 4
5 42 5
5 45 8
5 50 10
5 51 8
5 52 7
5 53 5
5 54 10
5 56 8
5 61 7
5 68 10
5 69 9
5 71 9
5 73 9
5 74 2
5 76 6
5 79 1
5 81 6
5 86 2
5 87 1
5 89 4
5 90 4
5 94 10
5 95 2
5 96 5
5 98 10
5 99 10
5 100 5
5 101 7
5 102 9
5 103 6
5 104 6
5 108 7
5 113 4
5 114 2
5 117 5
5 124 6
5 131 9
5 132 3
5 135 5
5 136 3
5 142 8
5 145 2
5 152 1
5 156 10
5 161 2
5 166 8
5 168 3
5 170 3
5 171 8
5 176 5
5 177 9
5 178 6
5 180 2
5 184 5
5 187 10
5 195 10
5 199 1
5 201 7
5 203 3
5 206 8
5 207 1
5 208 1
5 212 2
5 213 9
5 215 10
5 220 5
5 222 10
5 223 2
5 225 3
5 228 1
5 229 1
5 230 3
5 232 8
5 233 10
5 235 3
5 236 7
5 237 9
5 238 4
5 243 5
5 244 8
5 246 7
5 247 10
5 249 10
5 250 3
5 252 5
5 253 1
5 256 10
5 258 8
5 259 5
5 260 2
5 264 8
5 266 1
5 269 2
5 271 7
5 274 4
5 275 6
5 276 7
5 277 8
5 280 1
5 284 8
5 285 4
5 289 9
5 290 9
5 292 1
5 297 9
5 298 4
5 301 7
5 303 7
5 305 4
5 306 4
5 310 8
5 312 7
5 317 1
5 318 2
5 324 5
5 328 1
5 330 6
5 331 5
5 332 7
5 333 4
5 336 3
5 337 4
5 338 7
5 339 4
5 344 1
5 345 4
5 348 8
5 349 5
5 350 5
5 352 10
5 355 7
5 356 3
5 358 1
5 365 7
5 367 8
5 372 3
5 380 9
5 381 3
5 385 1
5 387 5
5 393 3
5 396 1
5 397 8
5 398 7
5 407 5
5 413 1
5 416 10
5 417 5
5 418 6
5 419 2
5 420 2
5 424 6
5 426 10
5 430 8
5 432 7
5 435 1
5 438 4
5 439 10
5 440 9
5 441 2
5 442 6
5 443 10
5 444 4
5 446 9
5 447 8
5 456 6
5 457 10
5 460 9
5 462 9
5 463 9
5 466 5
5 472 6
5 473 2
5 478 8
5 481 1
5 483 5
5 484 5
5 485 1
5 486 9
5 488 1
5 493 6
5 494 10
5 495 2
5 496 2
5 499 4
5 500 8
5 505 8
5 508 4
5 509 4
6 14 5
6 16 5
6 17 8
6 18 8
6 24 1
6 27 2
6 28 8
6 29 10
6 32 9
6 34 8
6 42 4
6 44 2
6 46 1
6 48 8
6 55 6
6 56 7
6 58 1
6 59 5
6 61 5
6 62 5
6 64 7
6 67 10
6 68 2
6 72 7
6 73 6
6 74 2
6 75 2
6 76 5
6 77 6
6 79 1
6 83 8
6 93 7
6 99 5
6 104 2
6 105 6
6 110 4
6 111 7
6 116 7
6 118 6
6 124 6
6 125 4
6 128 8
6 130 10
6 132 4
6 136 4
6 138 8
6 139 1
6 141 5
6 142 10
6 144 3
6 146 1
6 152 5
6 155 3
6 160 2
6 161 4
6 163 8
6 168 1
6 174 10
6 176 5
6 183 6
6 189 1
6 196 10
6 200 5
6 203 9
6 208 6
6 211 2
6 213 8
6 215 10
6 216 9
6 217 8
6 230 8
6 231 6
6 233 3
6 238 9
6 241 3
6 242 4
6 245 9
6 246 7
6 247 4
6 250 2
6 252 5
6 257 6
6 259 4
6 261 10
6 265 2
6 268 8
6 272 10
6 273 1
6 280 6
6 282 8
6 289 2
6 295 2
6 296 7
6 299 8
6 301 4
6 306 7
6 310 2
6 311 2
6 317 6
6 321 8
6 323 4
6 328 7
6 330 5
6 334 4
6 337 2
6 342 4
6 344 8
6 348 1
6 351 2
6 352 6
6 353 9
6 354 7
6 355 3
6 357 6
6 368 4
6 371 7
6 372 3
6 376 1
6 377 4
6 379 4
6 383 10
6 387 5
6 388 8
6 389 2
6 390 4
6 391 1
6 393 10
6 395 10
6 397 9
6 400 1
6 401 1
6 403 1
6 404 8
6 405 3
6 408 1
6 410 4
6 414 3
6 415 8
6 417 1
6 423 2
6 426 8
6 428 5
6 430 6
6 435 5
6 436 2
6 437 9
6 439 8
6 440 10
6 452 7
6 453 2
6 459 10
6 462 2
6 464 2
6 471 1
6 473 10
6 474 8
6 477 8
6 478 8
6 481 9
6 482 1
6 486 1
6 487 2
6 488 6
6 489 4
6 490 7
6 496 7
6 498 6
6 499 8
6 500 4
6 505 8
6 506 10
6 508 7
6 510 10
7 13 9
7 14 1
7 15 1
7 18 7
7 19 7
7 21 9
7 26 8
7 39 7
7 40 2
7 41 5
7 46 9
7 49 4
7 50 2
7 51 3
7 53 8
7 55 9
7 60 2
7 67 2
7 69 2
7 77 5
7 83 9
7 85 3
7 86 9
7 87 5
7 90 3
7 92 6
7 93 8
7 95 6
7 96 3
7 98 2
7 101 1
7 102 6
7 105 6
7 109 9
7 111 9
7 112 3
7 114 4
7 117 8
7 118 3
7 119 8
7 120 4
7 128 8
7 129 3
7 131 4
7 134 1
7 135 2
7 143 1
7 145 3
7 146 5
7 150 10
7 151 6
7 154 6
7 161 1
7 163 1
7 168 6
7 176 9
7 181 7
7 183 9
7 184 3
7 185 10
7 186 6
7 188 3
7 190 8
7 192 2
7 194 5
7 195 6
7 198 4
7 199 8
7 201 4
7 202 4
7 204 7
7 206 2
7 207 10
7 210 4
7 212 1
7 214 4
7 226 6
7 227 3
7 229 8
7 230 2
7 231 1
7 234 8
7 235 1
7 236 9
7 239 6
7 241 3
7 242 2
7 246 7
7 247 6
7 249 8
7 250 6
7 255 6
7 263 10
7 264 3
7 267 4
7 271 5
7 272 1
7 275 7
7 276 4
7 277 3
7 284 4
7 285 7
7 290 6
7 291 2
7 293 5
7 295 2
7 297 1
7 298 10
7 299 2
7 304 4
7 305 5
7 306 4
7 307 6
7 309 3
7 312 1
7 313 2
7 314 6
7 316 2
7 317 8
7 318 3
7 319 9
7 320 9
7 323 6
7 327 5
7 328 6
7 331 3
7 334 4
7 336 8
7 340 8
7 341 4
7 342 8
7 347 7
7 351 1
7 352 10
7 356 2
7 363 3
7 365 7
7 366 9
7 369 4
7 370 7
7 372 4
7 373 8
7 379 7
7 382 5
7 385 6
7 388 6
7 394 10
7 395 1
7 396 7
7 397 2
7 399 5
7 404 7
7 407 3
7 410 7
7 413 6
7 416 6
7 420 8
7 426 1
7 429 8
7 431 6
7 432 4
7 436 10
7 440 2
7 441 4
7 443 4
7 444 10
7 445 10
7 449 6
7 451 1
7 456 1
7 457 4
7 460 5
7 464 10
7 469 3
7 471 10
7 478 5
7 479 1
7 482 9
7 485 5
7 488 4
7 492 7
7 493 4
7 494 2
7 495 7
7 497 4
7 498 4
7 501 7
7 505 3
7 506 10
7 510 10
8 9 9
8 11 7
8 16 2
8 18 2
8 21 3
8 22 4
8 23 2
8 25 10
8 28 7
8 31 1
8 32 10
8 34 4
8 36 9
8 41 7
8 45 8
8 46 4
8 48 6
8 49 5
8 52 3
8 55 6
8 57 6
8 59 9
8 60 3
8 61 5
8 63 8
8 64 10
8 66 4
8 70 9
8 72 6
8 74 9
8 75 6
8 77 10
8 78 4
8 80 9
8 81 9
8 85 6
8 89 8
8 92 8
8 95 10
8 96 2
8 100 5
8 101 3
8 107 5
8 108 5
8 109 6
8 113 1
8 114 8
8 117 2
8 118 3
8 120 1
8 122 6
8 123 7
8 124 8
8 125 1
8 129 4
8 131 8
8 134 7
8 135 7
8 137 7
8 138 2
8 139 2
8 140 3
8 142 4
8 143 10
8 145 3
8 153 9
8 155 4
8 158 10
8 160 9
8 161 9
8 164 8
8 165 3
8 167 7
8 169 9
8 172 8
8 175 7
8 177 3
8 181 5
8 183 3
8 184 5
8 189 1
8 190 1
8 191 6
8 192 5
8 197 3
8 200 6
8 201 3
8 206 2
8 209 8
8 210 9
8 213 3
8 214 8
8 217 5
8 219 10
8 223 7
8 224 5
8 225 4
8 227 4
8 228 4
8 233 9
8 236 6
8 237 8
8 242 7
8 251 3
8 253 3
8 258 10
8 260 6
8 261 3
8 266 2
8 269 2
8 270 10
8 271 4
8 273 10
8 283 7
8 284 8
8 287 10
8 288 7
8 299 7
8 300 8
8 303 4
8 308 7
8 309 9
8 317 8
8 321 8
8 323 8
8 324 8
8 326 7
8 331 2
8 335 6
8 338 4
8 341 7
8 348 2
8 349 7
8 350 2
8 353 7
8 354 4
8 357 9
8 358 1
8 360 6
8 361 4
8 362 5
8 363 7
8 364 9
8 367 1
8 369 9
8 370 3
8 374 2
8 376 7
8 382 8
8 385 2
8 386 7
8 387 5
8 388 9
8 395 6
8 396 10
8 410 7
8 411 7
8 412 5
8 414 2
8 415 1
8 416 10
8 418 7
8 423 3
8 424 8
8 425 9
8 429 10
8 430 7
8 434 8
8 436 3
8 438 9
8 439 10
8 440 6
8 441 3
8 447 8
8 449 3
8 451 9
8 454 9
8 456 6
8 460 3
8 466 4
8 467 2
8 468 7
8 471 9
8 476 8
8 485 2
8 486 2
8 489 5
8 492 4
8 493 2
8 494 4
8 497 3
8 499 5
8 501 1
8 504 5
8 510 3
9 11 1
9 12 7
9 13 1
9 14 8
9 16 4
9 17 8
9 19 3
9 21 8
9 22 9
9 26 3
9 27 7
9 30 4
9 31 5
9 32 9
9 34 10
9 35 8
9 37 6
9 38 10
9 39 3
9 42 9
9 45 5
9 48 4
9 55 4
9 58 3
9 62 3
9 63 10
9 66 4
9 67 6
9 68 3
9 69 9
9 76 3
9 78 10
9 80 3
9 85 4
9 86 3
9 88 6
9 90 10
9 92 4
9 95 5
9 98 8
9 99 6
9 104 1
9 105 10
9 107 7
9 109 8
9 110 6
9 111 6
9 113 7
9 118 5
9 119 9
9 121 1
9 126 6
9 127 7
9 129 1
9 132 4
9 136 9
9 139 3
9 141 3
9 142 5
9 143 6
9 144 3
9 146 5
9 152 7
9 153 2
9 154 4
9 156 5
9 158 6
9 160 4
9 161 5
9 162 7
9 164 7
9 166 5
9 169 4
9 171 2
9 172 6
9 177 1
9 179 3
9 180 3
9 184 8
9 185 1
9 190 10
9 191 10
9 192 10
9 193 10
9 195 5
9 197 4
9 202 6
9 203 10
9 209 8
9 215 7
9 216 5
9 218 5
9 219 5
9 220 1
9 221 10
9 227 7
9 228 8
9 233 10
9 234 5
9 241 7
9 246 9
9 249 9
9 250 6
9 251 7
9 253 5
9 254 2
9 255 8
9 259 1
9 264 2
9 265 2
9 267 6
9 270 9
9 271 2
9 273 2
9 274 1
9 277 1
9 279 7
9 280 8
9 281 7
9 282 4
9 284 6
9 285 9
9 286 1
9 292 7
9 293 5
9 298 2
9 300 4
9 301 8
9 306 1
9 308 5
9 309 8
9 315 8
9 316 4
9 319 9
9 320 9
9 321 4
9 324 4
9 325 3
9 327 1
9 328 9
9 333 8
9 334 4
9 336 4
9 339 8
9 340 2
9 341 6
9 342 6
9 344 10
9 347 10
9 350 4
9 351 3
9 352 8
9 357 4
9 360 4
9 364 10
9 366 3
9 367 9
9 368 3
9 369 2
9 372 2
9 375 6
9 376 3
9 377 2
9 380 1
9 381 8
9 385 4
9 386 1
9 394 4
9 399 6
9 403 8
9 405 3
9 407 6
9 408 5
9 411 8
9 412 9
9 413 1
9 414 5
9 416 1
9 417 7
9 418 4
9 419 9
9 423 5
9 426 3
9 427 8
9 429 5
9 431 10
9 433 2
9 437 1
9 438 9
9 440 6
9 441 5
9 442 2
9 443 6
9 444 1
9 448 4
9 449 9
9 450 2
9 451 10
9 452 6
9 453 9
9 454 10
9 456 9
9 457 2
9 460 9
9 463 5
9 466 5
9 471 6
9 472 1
9 473 3
9 474 7
9 475 7
9 480 2
9 481 3
9 482 2
9 483 9
9 486 7
9 489 3
9 492 10
9 493 2
9 498 8
9 501 6
9 504 5
9 505 10
9 508 3
9 509 1
10 20 6
10 23 2
10 25 3
10 26 5
10 27 3
10 28 1
10 30 4
10 34 5
10 38 2
10 40 1
10 41 4
10 42 5
10 47 9
10 48 10
10 61 3
10 62 4
10 65 1
10 67 6
10 69 2
10 71 10
10 74 2
10 75 9
10 76 2
10 79 4
10 80 1
10 82 6
10 83 1
10 85 5
10 87 2
10 93 2
10 97 5
10 100 6
10 102 9
10 109 10
10 111 10
10 118 8
10 121 5
10 122 5
10 124 9
10 125 6
10 128 10
10 133 2
10 135 2
10 136 8
10 138 8
10 139 9
10 143 6
10 144 1
10 150 5
10 163 9
10 165 4
10 167 5
10 168 3
10 176 9
10 178 7
10 180 2
10 181 2
10 183 6
10 184 8
10 185 4
10 186 10
10 188 6
10 189 6
10 190 1
10 191 2
10 195 10
10 197 9
10 203 3
10 204 8
10 205 1
10 206 10
10 207 10
10 208 8
10 209 3
10 211 6
10 215 5
10 220 6
10 224 8
10 227 8
10 229 7
10 232 4
10 233 1
10 235 4
10 236 10
10 237 5
10 239 2
10 243 10
10 246 4
10 247 5
10 250 10
10 251 9
10 252 1
10 254 5
10 256 2
10 257 4
10 258 9
10 262 8
10 263 6
10 265 7
10 266 8
10 270 8
10 271 2
10 272 5
10 274 7
10 275 3
10 276 10
10 277 9
10 278 2
10 279 6
10 280 8
10 281 5
10 282 3
10 284 9
10 286 10
10 287 10
10 288 6
10 291 1
10 294 10
10 296 1
10 298 5
10 307 7
10 308 10
10 309 3
10 314 3
10 316 7
10 320 8
10 323 7
10 324 3
10 325 4
10 326 3
10 327 6
10 328 5
10 329 7
10 331 7
10 335 1
10 339 4
10 343 3
10 347 4
10 349 2
10 354 6
10 355 10
10 356 4
10 357 5
10 359 9
10 360 6
10 361 2
10 364 8
10 365 6
10 368 8
10 371 10
10 372 1
10 374 8
10 375 1
10 379 8
10 384 10
10 385 4
10 388 2
10 394 9
10 396 8
10 397 7
10 398 7
10 400 3
10 402 8
10 406 5
10 407 8
10 409 6
10 410 3
10 413 8
10 416 8
10 418 9
10 419 1
10 423 8
10 425 1
10 426 8
10 429 4
10 431 6
10 435 9
10 436 2
10 441 4
10 442 5
10 450 6
10 453 4
10 454 3
10 455 3
10 456 10
10 460 2
10 462 5
10 467 1
10 469 6
10 471 3
10 473 9
10 474 8
10 475 9
10 477 3
10 478 6
10 480 4
10 481 5
10 482 3
10 485 5
10 486 2
10 487 3
10 488 3
10 491 4
10 493 3
10 494 4
10 495 9
10 497 3
10 501 8
10 509 1
10 510 8
11 14 7
11 18 2
11 19 4
11 22 9
11 29 9
11 33 2
11 35 1
11 36 3
11 38 1
11 39 3
11 41 4
11 42 2
11 46 7
11 48 9
11 50 10
11 52 10
11 58 10
11 59 4
11 60 4
11 61 5
11 62 6
11 64 1
11 66 2
11 70 9
11 73 9
11 77 5
11 79 7
11 80 6
11 82 2
11 83 10
11 84 8
11 87 3
11 88 9
11 90 1
11 93 4
11 94 4
11 95 4
11 96 4
11 97 8
11 99 6
11 102 3
11 104 6
11 105 10
11 106 7
11 115 10
11 122 5
11 123 2
11 128 4
11 129 10
11 131 5
11 132 7
11 136 8
11 140 8
11 144 6
11 149 9
11 152 2
11 159 5
11 161 5
11 163 6
11 165 9
11 168 5
11 173 8
11 174 3
11 176 8
11 180 7
11 181 8
11 182 4
11 185 5
11 186 4
11 190 5
11 193 3
11 194 7
11 199 6
11 200 8
11 202 8
11 204 1
11 205 7
11 209 5
11 212 9
11 215 6
11 216 10
11 217 5
11 218 5
11 219 1
11 220 4
11 222 4
11 223 8
11 226 8
11 228 7
11 229 3
11 238 3
11 239 10
11 240 8
11 241 6
11 242 10
11 244 1
11 245 8
11 246 8
11 247 9
11 248 9
11 250 4
11 251 5
11 254 3
11 255 7
11 256 1
11 259 8
11 261 9
11 262 10
11 266 1
11 267 6
11 269 7
11 272 3
11 278 5
11 281 8
11 283 9
11 284 3
11 286 10
11 287 2
11 292 10
11 293 2
11 295 2
11 296 10
11 297 1
11 299 3
11 301 4
11 302 4
11 303 9
11 305 4
11 309 7
11 312 2
11 319 9
11 320 2
11 321 7
11 325 4
11 326 6
11 329 2
11 332 7
11 333 9
11 335 6
11 338 9
11 342 2
11 343 7
11 350 6
11 353 8
11 354 4
11 356 1
11 357 9
11 360 7
11 361 3
11 363 4
11 364 8
11 366 3
11 368 5
11 369 10
11 370 2
11 377 9
11 379 6
11 382 2
11 385 9
11 386 8
11 387 1
11 389 5
11 394 10
11 395 8
11 396 2
11 397 1
11 400 2
11 401 1
11 403 4
11 404 9
11 410 2
11 413 6
11 419 7
11 422 7
11 423 9
11 425 5
11 426 1
11 428 2
11 429 7
11 430 10
11 436 1
11 442 2
11 447 5
11 452 8
11 455 1
11 464 6
11 465 2
11 471 3
11 479 6
11 480 4
11 482 3
11 485 6
11 491 1
11 494 2
11 495 4
11 496 6
11 499 4
11 500 3
11 508 4
11 509 2
12 13 9
12 17 1
12 19 7
12 20 2
12 24 9
12 25 7
12 27 3
12 28 6
12 31 3
12 32 5
12 33 10
12 34 2
12 35 9
12 40 1
12 41 4
12 43 3
12 44 6
12 48 8
12 49 10
12 50 1
12 51 4
12 52 5
12 54 1
12 58 10
12 61 4
12 63 5
12 68 3
12 71 9
12 72 3
12 75 6
12 76 3
12 79 8
12 81 10
12 83 9
12 89 10
12 91 6
12 94 9
12 95 5
12 96 4
12 97 8
12 99 6
12 107 10
12 108 6
12 109 1
12 111 8
12 112 5
12 113 4
12 114 7
12 115 7
12 122 3
12 123 5
12 125 9
12 133 3
12 135 2
12 138 6
12 140 8
12 143 5
12 147 5
12 149 5
12 152 1
12 153 10
12 156 10
12 159 9
12 168 4
12 170 3
12 171 4
12 173 6
12 174 8
12 175 10
12 177 6
12 178 10
12 182 10
12 183 4
12 185 7
12 186 10
12 187 2
12 188 3
12 193 4
12 194 3
12 195 1
12 201 1
12 203 5
12 204 7
12 205 2
12 206 7
12 208 3
12 213 10
12 216 7
12 222 4
12 224 1
12 225 8
12 226 2
12 227 9
12 234 7
12 237 7
12 239 10
12 240 4
12 241 8
12 245 10
12 254 2
12 255 3
12 261 9
12 262 9
12 263 6
12 265 3
12 269 7
12 270 5
12 278 9
12 280 8
12 281 5
12 282 5
12 283 5
12 285 6
12 287 3
12 292 7
12 295 2
12 296 4
12 297 5
12 300 9
12 302 2
12 304 8
12 306 3
12 308 1
12 309 6
12 314 9
12 315 10
12 316 1
12 319 9
12 320 10
12 321 9
12 323 10
12 325 8
12 326 3
12 328 3
12 329 2
12 330 8
12 335 10
12 338 4
12 341 10
12 342 5
12 343 7
12 345 10
12 346 10
12 347 6
12 353 2
12 355 8
12 357 6
12 362 5
12 363 8
12 364 3
12 370 5
12 372 7
12 374 8
12 375 7
12 376 6
12 377 7
12 380 7
12 383 4
12 386 1
12 391 4
12 392 4
12 393 10
12 400 10
12 401 8
12 405 8
