162373
1 4 7
2 13 2
2 16 4
2 18 10
2 21 8
2 23 2
2 26 2
2 34 4
2 35 3
2 37 9
2 38 10
2 40 5
2 41 4
2 42 7
2 44 8
2 48 8
2 49 9
2 50 10
2 52 5
2 57 8
2 58 5
2 59 1
2 61 5
2 62 4
2 64 2
2 65 10
2 70 8
2 71 2
2 72 10
2 79 6
2 86 5
2 89 9
2 92 8
2 94 8
2 95 9
2 96 8
2 99 5
2 103 4
2 104 7
2 106 1
2 114 9
2 115 10
2 116 4
2 124 9
2 125 5
2 127 1
2 128 7
2 129 10
2 130 6
2 131 4
2 132 1
2 134 5
2 141 3
2 143 7
2 144 4
2 146 7
2 147 5
2 149 9
2 150 9
2 151 2
2 156 6
2 157 9
2 158 2
2 160 6
2 163 8
2 168 5
2 171 10
2 172 9
2 174 1
2 175 5
2 177 2
2 179 8
2 183 10
2 186 2
2 190 1
2 193 1
2 196 6
2 197 10
2 203 6
2 205 2
2 208 1
2 212 3
2 215 9
2 218 10
2 221 1
2 223 7
2 224 4
2 225 8
2 226 4
2 228 1
2 230 9
2 231 5
2 232 4
2 234 10
2 236 1
2 237 9
2 238 4
2 244 7
2 245 1
2 247 6
2 248 10
2 249 3
2 250 5
2 251 4
2 254 1
2 255 6
2 256 10
2 259 7
2 263 10
2 265 4
2 267 4
2 268 7
2 271 7
2 274 7
2 276 5
2 277 3
2 279 10
2 280 9
2 282 4
2 286 5
2 288 7
2 289 8
2 290 5
2 292 2
2 294 10
2 295 2
2 298 10
2 299 5
2 303 4
2 304 3
2 305 3
2 306 6
2 308 1
2 309 8
2 311 3
2 312 8
2 320 10
2 323 6
2 324 8
2 326 6
2 327 8
2 329 1
2 331 7
2 332 6
2 336 4
2 337 10
2 338 8
2 340 2
2 341 5
2 346 7
2 347 2
2 349 10
2 358 1
2 360 4
2 365 7
2 368 8
2 369 4
2 370 8
2 371 4
2 372 6
2 374 10
2 375 1
2 377 6
2 378 10
2 379 8
2 380 6
2 381 8
2 385 2
2 387 6
2 389 5
2 391 5
2 396 7
2 401 3
2 402 9
2 404 9
2 406 8
2 407 9
2 408 4
2 411 1
2 412 7
2 413 5
2 416 2
2 417 1
2 419 5
2 424 10
2 425 9
2 427 4
2 432 4
2 434 9
2 435 4
2 438 7
2 439 10
2 445 9
2 446 2
2 448 10
2 450 4
2 451 9
2 454 2
2 455 2
2 456 4
2 458 3
2 459 3
2 460 3
2 461 8
2 462 3
2 463 8
2 464 7
2 466 3
2 467 2
2 469 3
2 470 5
2 471 7
2 472 5
2 474 2
2 477 8
2 478 3
2 481 3
2 484 5
2 485 3
2 489 9
2 490 9
2 491 5
2 495 1
2 496 10
2 497 4
2 498 4
2 500 1
2 503 7
2 504 4
2 507 5
2 510 7
2 511 3
2 512 5
2 513 5
2 514 6
2 515 10
2 519 4
2 520 4
2 522 6
2 524 10
2 526 6
2 530 3
2 539 4
2 540 8
2 543 8
2 546 4
2 550 4
2 554 4
2 555 9
2 558 9
2 560 8
2 561 8
2 562 10
2 564 9
2 571 4
2 574 6
2 576 9
2 577 3
2 579 1
2 584 3
2 586 4
2 587 3
2 590 5
2 591 4
2 593 10
2 595 4
2 596 9
2 599 5
2 601 9
2 602 4
2 604 5
2 605 10
2 606 4
2 608 7
2 609 7
2 612 9
2 613 1
2 614 9
2 615 1
2 620 3
2 624 3
2 632 6
2 633 3
2 637 5
2 643 2
2 644 6
2 646 9
2 647 4
2 648 1
2 650 4
2 653 8
2 655 9
2 658 8
2 659 4
2 662 6
2 663 9
2 667 10
2 670 5
2 671 6
2 676 8
2 677 6
2 678 7
2 683 2
2 684 8
2 685 6
2 689 9
2 692 7
2 697 5
2 699 10
2 703 2
2 707 3
2 713 7
2 714 6
2 715 5
2 719 10
2 720 5
2 725 9
2 726 3
2 727 4
2 728 10
2 732 6
2 735 3
2 739 2
2 741 10
2 746 9
2 749 4
2 754 5
2 766 8
2 768 10
2 769 8
2 770 2
2 771 4
2 775 3
2 780 1
2 781 8
2 783 10
2 784 9
2 787 1
2 792 7
2 794 10
2 797 7
2 804 3
2 806 8
2 818 4
2 825 8
2 827 6
2 829 7
2 831 3
2 833 10
2 834 3
2 835 4
2 836 8
2 838 4
2 839 8
2 841 1
2 843 9
2 844 2
2 845 10
2 849 8
2 850 7
2 858 7
2 860 5
2 862 7
2 863 8
2 864 8
2 867 1
2 868 3
2 872 6
2 874 5
2 885 6
2 886 7
2 888 9
2 889 6
2 894 9
2 895 3
2 896 9
2 898 2
2 903 2
2 904 8
2 905 2
2 909 1
2 910 2
3 4 7
3 8 1
3 11 8
3 17 10
3 18 5
3 19 10
3 20 10
3 21 4
3 22 6
3 24 1
3 30 10
3 36 2
3 40 8
3 43 10
3 44 3
3 45 10
3 51 4
3 56 3
3 61 10
3 63 4
3 65 8
3 67 5
3 68 4
3 69 2
3 70 3
3 71 6
3 72 2
3 73 6
3 76 3
3 89 1
3 95 9
3 96 5
3 102 3
3 103 1
3 105 3
3 108 10
3 110 2
3 113 10
3 114 4
3 115 5
3 125 7
3 126 6
3 127 1
3 128 3
3 130 2
3 136 7
3 138 4
3 142 1
3 147 4
3 149 3
3 150 7
3 156 6
3 159 9
3 160 3
3 161 1
3 164 5
3 167 7
3 168 7
3 172 10
3 174 7
3 183 6
3 185 10
3 186 5
3 195 2
3 197 7
3 198 7
3 200 6
3 201 9
3 203 7
3 204 7
3 209 5
3 212 1
3 224 5
3 225 4
3 226 2
3 227 3
3 234 6
3 235 7
3 236 9
3 240 2
3 243 5
3 247 7
3 250 2
3 254 1
3 256 1
3 260 2
3 263 5
3 265 5
3 266 9
3 267 9
3 268 4
3 281 2
3 284 7
3 287 5
3 289 4
3 293 9
3 295 9
3 298 3
3 302 1
3 303 8
3 309 3
3 310 4
3 313 5
3 315 5
3 318 1
3 322 7
3 323 1
3 325 9
3 326 6
3 327 4
3 328 8
3 329 1
3 330 3
3 331 6
3 335 2
3 338 2
3 340 5
3 341 7
3 342 1
3 344 3
3 345 6
3 347 9
3 348 9
3 350 9
3 351 10
3 352 6
3 354 9
3 355 4
3 357 7
3 358 3
3 359 5
3 361 4
3 364 2
3 366 4
3 367 6
3 368 9
3 369 10
3 371 9
3 373 3
3 374 6
3 376 9
3 377 7
3 380 4
3 385 9
3 386 10
3 388 2
3 390 1
3 392 1
3 394 3
3 398 8
3 411 3
3 413 5
3 414 9
3 424 3
3 428 5
3 430 8
3 433 10
3 434 2
3 440 7
3 441 3
3 443 3
3 446 10
3 448 8
3 454 7
3 456 9
3 457 7
3 459 7
3 462 7
3 463 4
3 465 7
3 466 9
3 467 3
3 469 8
3 470 6
3 476 1
3 478 1
3 481 3
3 486 1
3 487 6
3 497 9
3 499 8
3 503 9
3 504 10
3 509 2
3 510 3
3 516 2
3 517 7
3 518 7
3 520 5
3 523 9
3 525 7
3 526 5
3 533 3
3 535 1
3 537 2
3 538 5
3 540 2
3 541 10
3 542 10
3 548 7
3 555 3
3 558 5
3 559 10
3 561 1
3 562 6
3 570 7
3 572 4
3 574 4
3 576 5
3 579 5
3 580 9
3 589 2
3 591 2
3 593 4
3 595 9
3 598 3
3 602 7
3 603 4
3 605 1
3 608 5
3 609 5
3 610 9
3 611 9
3 612 7
3 616 7
3 618 5
3 621 9
3 627 10
3 628 5
3 630 3
3 633 9
3 639 8
3 641 10
3 646 10
3 647 5
3 648 5
3 653 6
3 656 10
3 659 10
3 660 10
3 661 2
3 665 5
3 668 1
3 672 6
3 673 9
3 674 10
3 675 2
3 678 2
3 680 7
3 682 10
3 692 7
3 697 8
3 698 7
3 700 10
3 702 10
3 705 7
3 714 7
3 716 2
3 717 9
3 726 1
3 727 2
3 729 10
3 732 7
3 737 5
3 739 7
3 744 4
3 749 4
3 750 1
3 751 1
3 752 1
3 756 8
3 758 9
3 759 4
3 763 4
3 764 10
3 765 5
3 766 2
3 767 2
3 770 1
3 772 6
3 773 2
3 776 4
3 777 2
3 778 8
3 779 2
3 781 10
3 789 2
3 794 8
3 795 3
3 796 9
3 799 8
3 805 5
3 806 2
3 809 3
3 810 5
3 814 7
3 818 7
3 820 1
3 823 4
3 825 8
3 827 2
3 831 3
3 833 3
3 835 2
3 838 10
3 845 7
3 847 2
3 848 9
3 849 6
3 853 9
3 854 7
3 859 6
3 861 10
3 862 3
3 863 8
3 864 3
3 865 10
3 867 3
3 870 5
3 871 8
3 875 10
3 876 7
3 880 5
3 883 4
3 886 2
3 891 2
3 892 5
3 894 3
3 896 10
3 900 6
3 902 5
3 905 2
3 907 4
3 909 8
3 910 1
4 5 9
4 11 8
4 18 1
4 19 9
4 21 8
4 26 3
4 27 9
4 29 2
4 32 10
4 33 8
4 36 1
4 41 10
4 45 10
4 46 8
4 48 4
4 54 2
4 60 8
4 63 8
4 64 7
4 65 1
4 66 4
4 67 4
4 68 4
4 70 2
4 71 8
4 72 9
4 73 6
4 77 5
4 80 10
4 82 2
4 87 6
4 88 1
4 89 10
4 99 2
4 101 1
4 103 4
4 104 3
4 110 9
4 112 10
4 114 3
4 119 7
4 120 7
4 122 9
4 126 9
4 127 10
4 131 5
4 133 8
4 136 5
4 142 10
4 143 10
4 147 6
4 150 8
4 151 10
4 154 9
4 155 8
4 160 8
4 164 8
4 165 9
4 167 1
4 168 7
4 172 9
4 175 5
4 177 5
4 179 10
4 180 5
4 182 5
4 184 1
4 189 4
4 192 5
4 193 9
4 194 1
4 198 7
4 199 6
4 200 1
4 202 9
4 205 2
4 207 4
4 211 9
4 213 6
4 215 9
4 217 9
4 218 9
4 220 1
4 222 10
4 224 8
4 227 6
4 229 7
4 230 1
4 240 5
4 244 7
4 246 2
4 247 10
4 248 8
4 249 5
4 252 5
4 253 10
4 258 4
4 262 8
4 265 10
4 270 1
4 271 2
4 275 9
4 279 4
4 281 1
4 282 6
4 285 2
4 287 1
4 288 2
4 292 5
4 293 8
4 294 8
4 295 5
4 297 7
4 299 10
4 304 3
4 313 1
4 314 7
4 321 7
4 324 2
4 325 2
4 326 1
4 327 4
4 331 1
4 335 6
4 337 2
4 339 1
4 340 5
4 343 9
4 345 1
4 346 3
4 347 9
4 351 4
4 352 8
4 353 2
4 355 4
4 357 6
4 358 6
4 359 10
4 362 8
4 371 9
4 372 1
4 373 6
4 374 5
4 377 9
4 378 7
4 380 1
4 381 5
4 382 6
4 383 5
4 384 1
4 385 6
4 391 6
4 393 2
4 394 5
4 395 10
4 397 5
4 398 9
4 403 6
4 404 2
4 405 10
4 407 9
4 408 7
4 409 6
4 410 5
4 411 10
4 412 9
4 413 4
4 414 9
4 415 7
4 418 2
4 419 9
4 421 5
4 427 7
4 428 9
4 433 6
4 434 6
4 435 3
4 439 9
4 443 10
4 446 3
4 448 9
4 449 5
4 452 2
4 453 3
4 455 1
4 456 6
4 459 6
4 462 2
4 463 7
4 464 9
4 465 1
4 467 7
4 469 9
4 473 5
4 477 7
4 478 10
4 480 8
4 481 9
4 482 2
4 485 7
4 486 6
4 488 10
4 490 6
4 501 3
4 509 4
4 510 5
4 511 5
4 518 6
4 519 5
4 520 9
4 521 1
4 522 1
4 524 9
4 529 9
4 530 6
4 535 8
4 539 9
4 541 5
4 542 8
4 544 4
4 547 7
4 553 5
4 557 6
4 560 8
4 563 6
4 564 5
4 566 10
4 570 9
4 572 1
4 575 10
4 578 10
4 579 6
4 580 8
4 582 3
4 583 8
4 586 9
4 587 4
4 589 3
4 592 1
4 593 5
4 594 10
4 598 5
4 602 2
4 604 4
4 607 1
4 608 4
4 610 1
4 613 7
4 615 6
4 619 8
4 621 9
4 622 7
4 623 6
4 625 4
4 627 2
4 636 4
4 638 8
4 641 8
4 642 8
4 643 5
4 644 6
4 645 9
4 646 2
4 648 2
4 649 2
4 657 2
4 659 5
4 664 9
4 665 1
4 667 3
4 670 10
4 676 7
4 679 3
4 680 10
4 683 3
4 685 7
4 688 4
4 689 8
4 692 5
4 694 3
4 695 4
4 696 7
4 697 5
4 700 6
4 701 1
4 702 8
4 703 8
4 704 5
4 707 7
4 709 10
4 712 4
4 715 7
4 719 8
4 720 3
4 721 1
4 722 5
4 726 5
4 729 7
4 731 5
4 733 9
4 734 2
4 735 4
4 740 3
4 744 1
4 748 10
4 749 2
4 750 7
4 751 1
4 752 6
4 754 10
4 757 5
4 759 6
4 761 10
4 765 3
4 767 1
4 769 4
4 771 1
4 774 9
4 777 5
4 780 5
4 782 4
4 785 4
4 786 6
4 787 9
4 792 7
4 798 7
4 800 5
4 801 9
4 802 3
4 804 9
4 805 5
4 806 10
4 808 4
4 809 6
4 817 6
4 820 5
4 821 8
4 822 9
4 824 10
4 826 10
4 828 9
4 834 4
4 835 3
4 839 7
4 843 7
4 844 10
4 846 7
4 849 2
4 850 6
4 857 9
4 858 2
4 861 8
4 869 2
4 873 8
4 874 10
4 876 9
4 878 7
4 885 4
4 887 2
4 901 7
4 902 6
4 904 6
4 906 3
4 907 1
4 909 8
5 6 9
5 7 5
5 10 1
5 12 6
5 13 4
5 19 9
5 20 1
5 21 6
5 26 3
5 29 1
5 30 10
5 34 9
5 37 2
5 40 4
5 41 5
5 43 7
5 53 9
5 57 1
5 59 10
5 62 10
5 63 2
5 67 10
5 70 5
5 72 9
5 75 6
5 77 5
5 80 3
5 90 9
5 91 9
5 92 3
5 93 9
5 95 3
5 96 7
5 97 7
5 98 3
5 99 4
5 102 10
5 108 2
5 109 1
5 112 10
5 116 9
5 117 9
5 119 6
5 121 6
5 122 5
5 123 9
5 124 7
5 125 1
5 127 10
5 130 9
5 131 9
5 132 7
5 133 2
5 134 8
5 136 5
5 138 10
5 139 1
5 140 10
5 141 10
5 142 5
5 145 5
5 148 8
5 151 4
5 154 4
5 155 9
5 157 3
5 160 10
5 163 2
5 165 9
5 167 9
5 169 6
5 170 5
5 172 4
5 173 2
5 174 9
5 175 4
5 177 8
5 178 8
5 181 6
5 183 2
5 184 9
5 189 5
5 190 4
5 192 7
5 195 1
5 196 9
5 197 2
5 200 5
5 203 10
5 204 5
5 207 9
5 214 9
5 215 3
5 217 2
5 220 10
5 221 8
5 222 9
5 224 5
5 229 2
5 230 1
5 239 4
5 240 2
5 246 7
5 250 7
5 251 9
5 252 7
5 254 5
5 255 2
5 256 3
5 258 1
5 262 8
5 264 5
5 267 7
5 271 2
5 272 9
5 274 3
5 275 5
5 276 3
5 279 4
5 289 1
5 293 1
5 294 1
5 296 6
5 300 5
5 302 2
5 303 4
5 308 5
5 310 5
5 311 7
5 313 5
5 316 1
5 318 3
5 319 4
5 320 6
5 321 4
5 324 10
5 325 6
5 327 3
5 328 10
5 329 3
5 331 1
5 335 1
5 337 7
5 338 1
5 340 3
5 341 8
5 342 3
5 344 10
5 347 1
5 352 1
5 353 2
5 359 5
5 360 6
5 365 10
5 367 10
5 372 4
5 374 4
5 375 2
5 376 1
5 379 10
5 383 10
5 387 2
5 389 1
5 392 8
5 394 1
5 396 8
5 397 2
5 398 8
5 400 7
5 401 4
5 408 10
5 409 10
5 410 2
5 413 9
5 415 8
5 418 9
5 419 10
5 420 9
5 421 8
5 423 1
5 425 7
5 431 5
5 432 9
5 435 3
5 436 5
5 437 10
5 440 3
5 441 5
5 443 3
5 450 7
5 453 9
5 461 5
5 462 5
5 464 8
5 465 5
5 470 10
5 474 2
5 476 2
5 480 1
5 485 10
5 488 8
5 492 10
5 493 6
5 494 6
5 496 4
5 498 1
5 500 10
5 511 1
5 512 5
5 514 9
5 515 4
5 519 2
5 528 10
5 529 8
5 530 3
5 533 4
5 535 3
5 543 6
5 547 6
5 549 10
5 554 8
5 558 9
5 559 2
5 563 7
5 564 10
5 565 8
5 566 9
5 569 4
5 572 5
5 576 6
5 577 1
5 578 5
5 579 9
5 580 8
5 582 9
5 589 7
5 595 10
5 602 9
5 605 5
5 609 4
5 612 10
5 617 5
5 619 5
5 620 8
5 626 1
5 630 9
5 631 1
5 635 2
5 637 1
5 642 1
5 646 7
5 647 4
5 648 10
5 653 7
5 664 10
5 665 7
5 666 9
5 667 6
5 668 4
5 670 1
5 673 6
5 674 1
5 678 2
5 680 7
5 683 9
5 686 1
5 688 9
5 689 9
5 691 3
5 693 9
5 695 8
5 696 6
5 697 8
5 698 3
5 700 10
5 702 8
5 707 5
5 709 2
5 711 1
5 714 1
5 722 4
5 724 2
5 725 3
5 727 3
5 728 8
5 729 7
5 731 9
5 732 1
5 734 1
5 738 2
5 740 2
5 743 2
5 746 7
5 747 10
5 749 10
5 753 7
5 754 10
5 755 7
5 757 6
5 761 4
5 762 5
5 763 3
5 767 10
5 768 5
5 770 6
5 772 1
5 775 5
5 776 8
5 778 2
5 780 7
5 785 8
5 787 6
5 788 1
5 795 8
5 802 5
5 805 8
5 807 10
5 808 1
5 813 6
5 815 3
5 817 10
5 819 9
5 820 3
5 823 4
5 824 2
5 827 2
5 829 2
5 830 2
5 831 1
5 832 10
5 835 10
5 836 1
5 837 8
5 838 2
5 842 5
5 844 3
5 848 1
5 849 5
5 850 3
5 853 8
5 854 9
5 860 3
5 865 7
5 869 6
5 873 4
5 878 6
5 880 10
5 881 6
5 883 7
5 884 4
5 886 8
5 889 1
5 893 4
5 894 7
5 903 5
5 905 7
5 906 10
5 908 7
6 8 8
6 11 8
6 13 4
6 15 1
6 16 10
6 17 8
6 18 9
6 25 10
6 26 6
6 28 9
6 29 4
6 32 10
6 35 6
6 38 3
6 39 1
6 42 9
6 48 1
6 51 8
6 53 3
6 57 5
6 58 9
6 59 6
6 60 2
6 65 3
6 69 4
6 74 7
6 75 6
6 78 6
6 79 8
6 83 4
6 87 7
6 92 5
6 94 8
6 96 3
6 100 4
6 106 9
6 112 6
6 119 2
6 122 5
6 129 3
6 138 2
6 139 5
6 142 8
6 145 1
6 146 6
6 149 9
6 151 5
6 152 8
6 153 1
6 154 1
6 157 3
6 161 3
6 163 2
6 164 4
6 167 6
6 170 9
6 171 1
6 176 4
6 177 4
6 178 1
6 182 10
6 183 7
6 187 4
6 190 7
6 191 5
6 194 3
6 195 5
6 199 4
6 204 7
6 206 8
6 207 3
6 209 6
6 210 10
6 213 10
6 214 5
6 220 4
6 224 8
6 226 10
6 227 7
6 228 8
6 229 5
6 233 10
6 243 10
6 245 2
6 247 3
6 250 4
6 254 4
6 255 5
6 256 8
6 257 4
6 258 2
6 263 2
6 264 8
6 267 1
6 271 9
6 273 10
6 276 2
6 277 2
6 281 1
6 288 9
6 293 8
6 294 4
6 296 1
6 298 1
6 299 6
6 301 3
6 304 6
6 305 8
6 307 5
6 309 10
6 310 1
6 311 5
6 312 2
6 314 9
6 315 1
6 316 2
6 320 10
6 328 7
6 330 7
6 331 5
6 333 10
6 336 7
6 339 9
6 341 3
6 342 1
6 346 10
6 348 10
6 349 4
6 350 4
6 353 3
6 355 2
6 358 6
6 360 4
6 362 1
6 366 9
6 367 7
6 369 1
6 370 6
6 373 6
6 376 7
6 380 1
6 381 5
6 387 9
6 390 2
6 393 8
6 399 3
6 403 4
6 407 3
6 409 5
6 416 9
6 422 10
6 425 8
6 427 4
6 428 9
6 429 8
6 430 2
6 435 9
6 436 2
6 437 1
6 440 8
6 441 2
6 447 3
6 448 10
6 449 9
6 451 8
6 452 5
6 454 3
6 455 7
6 456 1
6 462 4
6 467 10
6 468 4
6 470 5
6 471 7
6 474 7
6 476 1
6 477 8
6 480 3
6 481 8
6 482 1
6 483 8
6 485 10
6 491 5
6 493 1
6 495 1
6 497 2
6 500 5
6 502 9
6 505 2
6 508 10
6 513 10
6 514 9
6 515 3
6 516 4
6 526 2
6 528 5
6 530 5
6 531 7
6 534 2
6 537 5
6 538 2
6 540 7
6 546 10
6 552 10
6 554 3
6 557 9
6 558 2
6 560 7
6 565 7
6 570 3
6 571 2
6 573 8
6 576 9
6 580 10
6 581 8
6 587 3
6 589 3
6 593 3
6 596 2
6 597 7
6 598 8
6 600 1
6 601 10
6 603 2
6 607 4
6 608 1
6 609 2
6 617 4
6 619 3
6 620 8
6 624 7
6 625 8
6 630 1
6 631 9
6 635 4
6 638 6
6 639 5
6 643 3
6 644 2
6 645 8
6 648 4
6 649 1
6 653 9
6 656 2
6 659 2
6 662 6
6 663 4
6 666 1
6 668 5
6 669 10
6 671 1
6 674 5
6 675 8
6 676 10
6 679 1
6 681 10
6 683 5
6 684 7
6 686 9
6 689 10
6 693 7
6 695 5
6 696 4
6 699 9
6 701 1
6 703 1
6 705 1
6 706 5
6 714 1
6 718 8
6 720 10
6 721 6
6 725 5
6 726 5
6 729 1
6 731 4
6 732 10
6 734 2
6 736 10
6 740 2
6 741 3
6 744 10
6 747 7
6 750 6
6 752 9
6 753 1
6 757 4
6 758 4
6 761 2
6 762 2
6 766 10
6 770 5
6 772 2
6 774 8
6 777 3
6 778 7
6 779 1
6 784 10
6 786 7
6 789 2
6 792 9
6 793 10
6 794 1
6 797 7
6 802 5
6 803 2
6 804 6
6 806 8
6 817 7
6 821 4
6 825 2
6 826 8
6 827 10
6 828 9
6 829 3
6 833 4
6 834 8
6 836 9
6 837 7
6 838 8
6 839 5
6 842 10
6 847 1
6 849 4
6 850 8
6 852 10
6 857 3
6 858 1
6 859 9
6 862 10
6 863 4
6 864 9
6 865 1
6 867 2
6 870 7
6 872 3
6 873 10
6 875 5
6 878 1
6 881 3
6 884 7
6 885 2
6 887 6
6 888 9
6 889 4
6 891 1
6 897 6
6 898 5
6 899 2
6 901 7
6 903 9
6 904 6
6 905 8
6 907 9
6 909 8
7 9 8
7 15 6
7 17 2
7 20 2
7 25 4
7 26 10
7 28 7
7 31 2
7 34 8
7 36 10
7 38 1
7 42 6
7 49 7
7 50 10
7 53 1
7 58 8
7 59 7
7 62 10
7 64 7
7 66 2
7 71 9
7 74 1
7 76 5
7 78 1
7 87 1
7 89 6
7 92 2
7 93 5
7 95 9
7 103 4
7 104 4
7 107 3
7 109 8
7 110 9
7 111 7
7 115 5
7 121 9
7 122 3
7 125 7
7 129 8
7 130 7
7 133 8
7 134 2
7 135 4
7 136 8
7 138 9
7 139 5
7 141 5
7 144 8
7 145 4
7 151 8
7 153 5
7 156 9
7 163 1
7 166 6
7 168 6
7 170 6
7 171 2
7 174 5
7 175 8
7 177 10
7 178 7
7 180 8
7 181 9
7 186 4
7 194 9
7 195 8
7 197 4
7 198 10
7 204 7
7 205 1
7 206 3
7 210 9
7 215 3
7 217 10
7 218 10
7 226 7
7 228 8
7 234 8
7 235 3
7 236 9
7 239 5
7 240 10
7 241 1
7 243 7
7 246 7
7 248 9
7 251 6
7 252 3
7 254 9
7 255 5
7 257 3
7 258 7
7 262 6
7 265 4
7 268 3
7 274 7
7 278 9
7 280 8
7 281 2
7 285 2
7 287 6
7 290 5
7 292 6
7 295 1
7 296 9
7 299 9
7 301 3
7 305 5
7 306 10
7 307 1
7 309 2
7 311 8
7 316 9
7 317 3
7 324 3
7 326 8
7 328 7
7 331 10
7 332 8
7 336 6
7 339 6
7 340 5
7 342 6
7 343 4
7 344 2
7 345 2
7 348 6
7 350 4
7 357 1
7 358 8
7 361 7
7 362 8
7 363 1
7 366 5
7 367 1
7 371 10
7 374 7
7 376 9
7 378 7
7 379 2
7 380 9
7 384 5
7 385 3
7 387 8
7 388 3
7 389 10
7 394 3
7 395 6
7 400 5
7 402 9
7 403 4
7 406 2
7 407 8
7 410 9
7 412 9
7 413 9
7 415 3
7 419 7
7 420 2
7 421 2
7 422 7
7 427 10
7 428 9
7 432 10
7 433 10
7 435 2
7 436 8
7 439 3
7 440 1
7 445 7
7 448 1
7 449 7
